period,metric,value,unit,source_file,anchor_quote
FY2023,gross_annuity_sales_retail,6207,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Retail Annuities | 15,661 | 11,026 | 6,207'"
FY2025,gross_annuity_sales_institutional,4168,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Institutional Annuities | 4,168 | 4,814 | 1,469'"
FY2024,gross_annuity_sales_institutional,4814,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Institutional Annuities | 4,168 | 4,814 | 1,469'"
FY2023,gross_annuity_sales_institutional,1469,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Total Institutional Annuities | 4,168 | 4,814 | 1,469'"
FY2025,gross_annuity_sales_fixed_index,9032,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Index | $ | 9,032 | $ | 5,522 | $ | 2,206'"
FY2024,gross_annuity_sales_fixed_index,5522,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Index | $ | 9,032 | $ | 5,522 | $ | 2,206'"
FY2023,gross_annuity_sales_fixed_index,2206,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Index | $ | 9,032 | $ | 5,522 | $ | 2,206'"
FY2025,gross_annuity_sales_fixed_rate,6236,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Rate | 6,236 | 5,132 | 3,938'"
FY2024,gross_annuity_sales_fixed_rate,5132,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Rate | 6,236 | 5,132 | 3,938'"
FY2023,gross_annuity_sales_fixed_rate,3938,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Fixed Rate | 6,236 | 5,132 | 3,938'"
FY2025,gross_annuity_sales_variable,393,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Gross Annuity Sales (US$ MILLIONS): 'Variable | 393 | 372 | 63'
FY2024,gross_annuity_sales_variable,372,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Gross Annuity Sales (US$ MILLIONS): 'Variable | 393 | 372 | 63'
FY2023,gross_annuity_sales_variable,63,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,MD&A Gross Annuity Sales (US$ MILLIONS): 'Variable | 393 | 372 | 63'
FY2025,gross_annuity_sales_prt,1879,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Pension Risk Transfer(1) | 1,879 | 4,814 | 1,469'"
FY2024,gross_annuity_sales_prt,4814,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Pension Risk Transfer(1) | 1,879 | 4,814 | 1,469'"
FY2023,gross_annuity_sales_prt,1469,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Pension Risk Transfer(1) | 1,879 | 4,814 | 1,469'"
FY2025,gross_annuity_sales_funding_agreements,2289,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Funding Agreements | 2,289 | — | —'"
FY2024,gross_annuity_sales_funding_agreements,0,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Funding Agreements | 2,289 | — | —'"
FY2023,gross_annuity_sales_funding_agreements,0,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"MD&A Gross Annuity Sales (US$ MILLIONS): 'Funding Agreements | 2,289 | — | —'"
FY2025,policyholders_account_deposits,17650,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account deposits | 17,650 | 10,865 | 4,920'"
FY2024,policyholders_account_deposits,10865,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account deposits | 17,650 | 10,865 | 4,920'"
FY2023,policyholders_account_deposits,4920,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account deposits | 17,650 | 10,865 | 4,920'"
FY2025,policyholders_account_withdrawals,-10299,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account withdrawals | (10,299) | (8,753) | (2,281)'"
FY2024,policyholders_account_withdrawals,-8753,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account withdrawals | (10,299) | (8,753) | (2,281)'"
FY2023,policyholders_account_withdrawals,-2281,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Policyholders' account withdrawals | (10,299) | (8,753) | (2,281)'"
FY2025,cash_and_cash_equivalents_end_of_year,13014,US$ millions,raw/cross-section/brookfield/sec/bnt-20f-fy2025.htm,"CONSOLIDATED STATEMENTS OF CASH FLOWS (US$ MILLIONS): 'Cash and cash equivalents, end of year | $ | 13,014 | $ | 12,243 | $ | 4,308'"
