section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ICO,5840,001055-AV-4,,1.G,FE,25085849,17957477,17259290,17957477,1.159,1.159,10/12/2018,10/18/2030
ICO,5840,001055-AW-2,,1.G,FE,11773625,8428042,7744482,8428042,1.488,1.488,10/12/2018,10/18/2033
ICO,5840,001055-AX-0,,1.G,FE,9811354,7023369,5843450,7023369,1.75,1.75,10/12/2018,10/18/2038
ICO,5840,0010EP-AF-5,,2.A,FE,10593858,9540000,10440020,9938113,6.65,5.923,11/20/2006,02/15/2033
ICO,5840,00115A-AH-2,,1.F,FE,2993060,3000000,2302936,2994279,3.75,3.763,05/07/2018,12/01/2047
ICO,5840,001192-AH-6,,2.A,FE,31703372,24055000,24886488,30324213,5.875,3.545,11/13/2025,03/15/2041
ICO,5840,001306-AB-5,,1.D,FE,2010906,1838000,1734065,1982558,5.024,4.418,01/18/2019,07/01/2045
ICO,5840,001306-AC-3,,1.D,FE,5875365,6000000,3731435,5887992,2.78,2.882,03/18/2021,07/01/2051
ICO,5840,00138C-AU-2,,1.F,FE,999000,1000000,1009054,999820,5.75,5.787,06/28/2023,07/02/2026
ICO,5841,00138C-AX-6,,1.F,FE,21977732,22000000,22574526,21986248,5.2,5.223,07/10/2024,01/12/2029
ICO,5841,00206R-BH-4,,2.B,FE,7964005,7803000,6593416,7913561,4.3,4.176,09/30/2013,12/15/2042
ICO,5841,00206R-BK-7,,2.B,FE,1779140,2000000,1655420,1787298,4.35,5.227,09/11/2024,06/15/2045
ICO,5841,00206R-CP-5,,2.B,FE,17635635,18000000,17302918,17747326,4.5,4.681,09/11/2024,05/15/2035
ICO,5841,00206R-DE-9,,2.B,FE,22312,20000,20956,21706,6.35,5.478,03/03/2016,03/15/2040
ICO,5841,00206R-DG-4,,2.B,FE,17945776,12589000,13452007,16960160,6.375,3.411,08/25/2021,03/01/2041
ICO,5841,00206R-DH-2,,2.B,FE,3988505,4000000,3820565,3989081,5.15,5.175,09/11/2024,03/15/2042
ICO,5841,00206R-DJ-8,,2.B,FE,3077352,3000000,2481738,3066926,4.5,4.34,07/03/2019,03/09/2048
ICO,5841,00206R-DR-0,,2.B,FE,17395397,17000000,17234131,17311864,5.25,5.009,12/22/2021,03/01/2037
ICO,5841,00206R-DT-6,,2.B,FE,23396250,21000000,20232477,23199713,5.7,4.987,06/17/2020,03/01/2057
ICO,5841,00206R-FS-6,,2.B,FE,7472727,7500000,6491785,7470051,5.3,5.324,12/04/2024,08/15/2058
ICO,5841,00206R-FU-1,,2.B,FE,7084269,7000000,6286930,7074929,5.15,5.072,11/30/2018,02/15/2050
ICO,5841,00206R-FW-7,,2.B,FE,10247756,10000000,9750094,10177047,4.9,4.692,07/18/2019,08/15/2037
ICO,5841,00206R-HK-1,,2.B,FE,2858730,3000000,2856013,2891936,4.85,5.232,02/13/2019,03/01/2039
ICO,5841,00206R-JK-9,,2.B,FE,4302409,5000000,4349384,4331315,4.65,5.843,09/11/2024,06/01/2044
ICO,5841,00206R-JL-7,,2.B,FE,9172153,9475000,8395979,9211117,4.85,5.076,09/11/2024,07/15/2045
ICO,5841,00206R-JW-3,,2.B,FE,9857136,14688774,12563688,12059971,2.6,4.466,10/28/2022,05/19/2038
ICO,5841,00206R-KA-9,,2.B,FE,7098700,10000000,7046433,7101531,3.65,5.856,12/10/2025,06/01/2051
ICO,5841,00206R-KB-7,,2.B,FE,15046904,21080000,14504157,15065592,3.85,5.766,09/09/2025,06/01/2060
ICO,5841,00206R-KD-3,,2.B,FE,6996640,7000000,5143427,6997239,3.1,3.103,07/27/2020,02/01/2043
ICO,5841,00206R-KE-1,,2.B,FE,4496869,4500000,2939395,4497211,3.3,3.304,12/22/2020,02/01/2052
ICO,5841,00206R-KG-6,,2.B,FE,18625200,20000000,19067724,18940404,1.65,4.338,05/02/2025,02/01/2028
ICO,5841,00206R-KH-4,,2.B,FE,7492476,7500000,6579838,7495750,2.25,2.26,10/13/2020,02/01/2032
ICO,5841,00206R-KJ-0,,2.B,FE,11729200,16344000,10971538,11741709,3.5,5.467,10/30/2025,09/15/2053
ICO,5841,00206R-MN-9,,2.B,FE,18834540,26310000,18122328,18854818,3.8,5.748,10/08/2025,12/01/2057
ICO,5841,00206R-MZ-2,,2.B,FE,15023940,14460000,14564906,15023940,6.05,5.774,09/09/2025,08/15/2056
ICO,5841,00206R-ND-0,,2.B,FE,95383950,96100000,92714772,95388679,5.55,5.611,12/17/2025,11/01/2045
ICO,5841,002824-AV-2,,1.D,FE,11357122,10630000,11701547,11330204,6.0,5.279,09/11/2024,04/01/2039
ICO,5841,002824-BG-4,,1.D,FE,36289361,34506000,34758891,35801622,4.75,4.265,10/06/2025,11/30/2036
ICO,5841,002824-BH-2,,1.D,FE,3077949,2200000,2074217,2936088,4.9,2.729,02/17/2023,11/30/2046
ICO,5841,00287Y-AM-1,,1.G,FE,3185288,3250000,2904312,3180425,4.4,4.571,06/21/2023,11/06/2042
ICO,5841,00287Y-AR-0,,1.G,FE,24416112,23500000,23096397,24114032,4.5,4.11,02/28/2023,05/14/2035
ICO,5841,00287Y-AS-8,,1.G,FE,14247848,14500000,13134357,14266951,4.7,4.827,11/19/2025,05/14/2045
ICO,5841,00287Y-AV-1,,1.G,FE,929973,1000000,960627,936847,4.3,5.092,06/21/2024,05/14/2036
ICO,5841,00287Y-BD-0,,1.G,FE,4401771,3900000,3556932,4336480,4.875,4.05,07/31/2024,11/14/2048
ICO,5841,00287Y-BF-5,,1.G,FE,2387358,2000000,2022469,2137992,4.25,1.552,12/23/2020,11/14/2028
ICO,5841,00287Y-CA-5,,1.G,FE,26075043,24715000,22101809,25761425,4.05,3.63,09/11/2024,11/21/2039
ICO,5841,00287Y-CZ-0,,1.G,FE,7791537,7000000,6384756,7656187,4.625,3.844,11/17/2020,10/01/2042
ICO,5841,00287Y-DA-4,,1.G,FE,2871590,2900000,2691176,2875422,4.85,4.92,11/17/2020,06/15/2044
ICO,5841,00287Y-DB-2,,1.G,FE,4532100,5000000,4563634,4537183,4.75,5.539,08/20/2025,03/15/2045
ICO,5841,00287Y-DW-6,,1.G,FE,2944260,3000000,2924796,2944445,5.4,5.53,11/19/2025,03/15/2054
ICO,5841,003009-B@-5,,1.A,FE,16000000,16000000,14295250,16000000,3.73,3.73,05/27/2019,06/19/2034
ICO,5841,00440E-AQ-0,,1.F,FE,9748021,8475000,7333829,9518501,4.15,3.211,05/27/2021,03/13/2043
ICO,5841,00440E-AV-9,,1.F,FE,2902410,3000000,2994945,2985575,3.35,4.803,12/07/2023,05/03/2026
ICO,5841,00440E-AW-7,,1.F,FE,9723968,9425000,8222931,9667762,4.35,4.146,08/22/2019,11/03/2045
ICO,5841,00817Y-AF-5,,2.B,FE,10323290,10000000,11019407,10266889,6.625,6.259,08/10/2022,06/15/2036
ICO,5841,00817Y-AZ-1,,2.B,FE,13589330,12000000,9015596,13361854,3.875,3.136,08/10/2021,08/15/2047
ICO,5841,00912X-AV-6,,2.B,FE,12457029,12900000,12808209,12690424,3.625,4.983,08/06/2024,04/01/2027
ICO,5841,00912X-AY-0,,2.B,FE,8140244,8400000,8308825,8253071,3.625,4.588,08/06/2024,12/01/2027
ICO,5842,00914A-AB-8,,2.B,FE,6199889,6300000,6289827,6269676,3.75,4.934,01/06/2025,06/01/2026
ICO,5842,00914A-AJ-1,,2.B,FE,29600548,30800000,30779623,30769952,2.875,5.452,01/06/2025,01/15/2026
ICO,5842,00914A-AM-4,,2.B,FE,27338514,28200000,27786024,27948920,1.875,3.334,08/06/2024,08/15/2026
ICO,5842,00914A-AQ-5,,2.B,FE,10121216,11900000,11209129,10880597,2.1,5.597,08/06/2024,09/01/2028
ICO,5842,00914A-AS-1,,2.B,FE,12492400,14500000,13018210,12934147,2.875,4.926,12/12/2023,01/15/2032
ICO,5842,00914A-AT-9,,2.B,FE,6193800,6000000,6174100,6114895,5.85,4.771,08/06/2024,12/15/2027
ICO,5842,00914A-AU-6,,2.B,FE,6197844,6100000,6215371,6158931,5.3,4.776,08/06/2024,02/01/2028
ICO,5842,009158-AZ-9,,1.F,FE,2179054,3000000,2258105,2228500,2.7,5.275,07/31/2024,05/15/2040
ICO,5842,010392-EC-8,,1.F,FE,5106620,5000000,5342258,5043656,5.7,5.549,09/22/2005,02/15/2033
ICO,5842,010392-FB-9,,1.F,FE,4957769,4560000,4902899,4953143,6.0,5.093,10/08/2025,03/01/2039
ICO,5842,010392-FG-8,,1.F,FE,3524297,3737000,3198477,3548562,4.1,4.533,01/29/2025,01/15/2042
ICO,5842,010392-FM-5,,1.F,FE,5114195,5900000,4652423,5154665,3.75,4.752,09/06/2024,03/01/2045
ICO,5842,010392-FS-2,,1.F,FE,16206105,18400000,15340271,16265653,4.3,5.177,12/04/2024,07/15/2048
ICO,5842,01185*-AA-3,,2.C,PL,10551478,10551478,10473789,10551478,4.67,4.699,12/18/2017,06/30/2033
ICO,5842,01185*-AB-1,,2.C,PL,1623547,1623547,1608975,1623547,4.67,4.696,08/12/2019,06/30/2033
ICO,5842,01400E-AC-7,,2.A,FE,9928374,9400000,7207080,9856719,3.8,3.493,10/04/2019,09/23/2049
ICO,5842,017175-AF-7,,1.E,FE,19853960,20000000,13475000,19867372,3.25,3.288,08/26/2021,08/15/2051
ICO,5842,018522-A@-1,,1.F,,4578750,4500000,4625896,4565887,5.69,5.5,01/20/2023,03/01/2036
ICO,5842,018522-D#-6,,1.F,YE,10000000,10000000,10389942,10000000,6.0,6.0,02/17/2010,04/15/2040
ICO,5842,020002-AJ-0,,2.A,FE,9212720,8000000,9153774,8770195,6.9,5.799,05/24/2010,05/15/2038
ICO,5842,020002-AS-0,,2.A,FE,5260875,5250000,5515289,5255419,5.55,5.536,05/10/2005,05/09/2035
ICO,5842,020002-AU-5,,2.C,FE,4700458,4710000,4964919,4700744,6.5,6.514,05/20/2025,05/15/2057
ICO,5842,020002-BA-8,,2.A,FE,647733,500000,438434,621453,4.5,2.74,10/28/2020,06/15/2043
ICO,5842,020002-BC-4,,2.A,FE,1259280,1000000,825118,1218821,4.2,2.789,07/01/2020,12/15/2046
ICO,5842,02079K-AF-4,,1.C,FE,11984593,18750000,10235927,12286243,2.05,4.284,12/12/2023,08/15/2050
ICO,5842,02079K-AG-2,,1.C,FE,1959173,2000000,1027682,1962740,2.25,2.329,08/12/2020,08/15/2060
ICO,5842,02079K-BF-3,,1.C,FE,511764,528796,514709,523918,4.0,4.027,11/03/2025,11/06/2044
ICO,5842,02079K-BG-1,,1.C,FE,507198,528796,505281,519231,4.375,4.422,11/03/2025,11/06/2064
ICO,5842,021345-AA-1,,2.C,FE,2669931,2451143,2342380,2628757,7.0,5.743,01/03/2018,06/30/2035
ICO,5842,02209S-AQ-6,,2.B,FE,4681040,4000000,3421962,4508765,4.5,3.514,07/06/2016,05/02/2043
ICO,5842,02209S-AV-5,,2.B,FE,6876982,7000000,5274501,6898176,3.875,3.979,06/05/2020,09/16/2046
ICO,5842,02209S-BD-4,,2.B,FE,600150,500000,508699,536891,4.8,2.136,08/14/2020,02/14/2029
ICO,5842,02209S-BE-2,,2.B,FE,10148175,10000000,10316911,10136341,5.8,5.647,03/25/2024,02/14/2039
ICO,5842,02209S-BF-9,,2.B,FE,20097000,15000000,15023934,19483511,5.95,3.941,06/17/2020,02/14/2049
ICO,5842,02209S-BG-7,,2.B,FE,4054112,3000000,3006009,3985731,6.2,4.314,06/19/2020,02/14/2059
ICO,5842,02209S-BL-6,,2.B,FE,16982150,17000000,15051601,16989526,2.45,2.461,02/01/2021,02/04/2032
ICO,5842,02209S-BM-4,,2.B,FE,23550580,24000000,18581705,23626291,3.4,3.533,10/01/2021,02/04/2041
ICO,5842,02209S-BT-9,,2.A,FE,10254200,10000000,10417436,10245412,5.625,5.275,08/01/2025,02/06/2035
ICO,5842,02311#-AA-4,,2.C,PL,8843589,8843589,8806512,8843589,5.95,5.996,08/05/2022,09/30/2037
ICO,5842,02311#-AD-8,,2.C,PL,13203476,13203476,14353028,13203476,7.3,7.369,10/10/2023,09/30/2038
ICO,5842,023135-AQ-9,,1.E,FE,15543249,13045000,12562437,14950331,4.95,3.826,07/02/2024,12/05/2044
ICO,5842,023135-BF-2,,1.E,FE,18250632,18500000,16995965,18280550,3.875,4.0,07/24/2024,08/22/2037
ICO,5842,023135-BJ-4,,1.E,FE,21909821,22500000,18532260,21998762,4.05,4.207,10/23/2018,08/22/2047
ICO,5842,023135-BM-7,,1.E,FE,1320680,1500000,1205540,1321754,4.25,4.989,09/05/2025,08/22/2057
ICO,5842,023135-BX-3,,1.D,FE,3207050,3500000,3465563,3453958,1.0,4.7,12/07/2023,05/12/2026
ICO,5842,023135-CA-2,,1.D,FE,8706894,11000000,8364811,8988534,2.875,4.53,10/07/2022,05/12/2041
ICO,5842,023135-CK-0,,1.E,FE,2769542,3500000,2690866,2771802,4.1,5.416,09/05/2025,04/13/2062
ICO,5842,023135-CW-4,,1.D,FE,1990340,2000000,1955759,1990355,5.45,5.483,11/17/2025,11/20/2055
ICO,5843,023608-AQ-5,,2.B,FE,14966100,15000000,15339521,14979087,5.0,5.05,12/18/2023,01/15/2029
ICO,5843,02361D-AQ-3,,1.F,FE,9608039,9900000,8180965,9655474,4.15,4.335,10/23/2018,03/15/2046
ICO,5843,02361D-AR-1,,1.F,FE,906122,815000,623374,891557,3.7,3.097,08/22/2019,12/01/2047
ICO,5843,02361D-AT-7,,1.F,FE,10504006,10000000,8529122,10443841,4.5,4.184,12/22/2021,03/15/2049
ICO,5843,02361D-AY-6,,1.F,FE,9629130,10000000,9615391,9735527,3.85,4.311,09/01/2022,09/01/2032
ICO,5843,02507*-AD-6,,2.B,,19898311,20000000,19852144,19915433,3.97,4.213,08/14/2025,10/26/2027
ICO,5843,025537-AU-5,,2.C,FE,5300000,5300000,5197607,5300000,3.875,3.871,11/10/2021,02/15/2062
ICO,5843,025537-AZ-4,,2.C,FE,25000000,25000000,26176878,25000000,7.05,7.05,06/17/2024,12/15/2054
ICO,5843,025537-BA-8,,2.C,FE,35313614,34000000,36545016,35257058,6.95,6.388,06/20/2025,12/15/2054
ICO,5843,025676-AM-9,,2.B,FE,12536561,12440000,12536918,12502681,5.0,4.571,08/28/2025,06/15/2027
ICO,5843,025816-DC-0,,1.F,FE,11990520,12000000,12003276,11999605,4.9,4.929,02/13/2023,02/13/2026
ICO,5843,025816-DG-1,,1.F,FE,3000000,3000000,3023486,3000000,5.389,5.382,07/25/2023,07/28/2027
ICO,5843,025816-DY-2,,1.F,FE,21250000,21250000,21905864,21250000,5.085,5.081,01/28/2025,01/30/2031
ICO,5843,026874-AZ-0,,2.A,FE,18170924,15388000,16591446,17506725,6.25,4.528,09/11/2024,05/01/2036
ICO,5843,026874-DA-2,,2.A,FE,10907101,10650000,9376698,10862603,4.5,4.326,10/22/2020,07/16/2044
ICO,5843,026874-DB-0,,2.A,FE,11593921,10214000,8061199,11463930,4.375,3.661,06/17/2020,01/15/2055
ICO,5843,026874-DC-8,,2.A,FE,548180,550000,514836,549003,3.875,3.899,01/12/2015,01/15/2035
ICO,5843,026874-DL-8,,2.A,FE,7660620,6000000,5345046,7429871,4.75,3.218,06/17/2020,04/01/2048
ICO,5843,02772A-AA-7,,2.B,FE,15070215,15000000,15662172,15052195,6.144,6.072,05/20/2025,06/13/2032
ICO,5843,03027X-BS-8,,2.A,FE,4750912,4800000,4266405,4770419,2.3,2.416,09/30/2021,09/15/2031
ICO,5843,03027X-CG-3,,2.A,FE,6248298,6200000,6381392,6238616,5.2,4.977,02/21/2025,02/15/2029
ICO,5843,030288-AC-8,,1.F,FE,4954260,6000000,5402961,5178715,2.65,5.331,12/12/2023,01/15/2032
ICO,5843,030288-B*-4,,1.G,,7000000,7000000,6917435,7000000,4.32,4.32,09/19/2018,10/01/2030
ICO,5843,03028P-G*-1,,1.G,,3500000,3500000,2721786,3500000,3.97,3.97,11/15/2016,01/26/2047
ICO,5843,03028P-G@-9,,1.G,,3500000,3500000,2721786,3500000,3.97,3.97,01/26/2017,01/26/2047
ICO,5843,03030#-AA-2,,1.G,,10000000,10000000,10299514,10000000,5.59,5.59,08/01/2005,12/01/2035
ICO,5843,03030#-AB-0,,1.G,,14000000,14000000,14745175,14000000,5.91,5.91,08/01/2007,08/01/2037
ICO,5843,03040W-AD-7,,2.A,FE,2911514,2550000,2891009,2904861,6.593,5.015,09/09/2025,10/15/2037
ICO,5843,03040W-AP-0,,2.A,FE,2975040,3000000,2412758,2979803,4.0,4.048,11/14/2016,12/01/2046
ICO,5843,03040W-AS-4,,2.A,FE,4899650,5000000,4982253,4968909,3.75,3.998,11/02/2018,09/01/2028
ICO,5843,03040W-AV-7,,2.A,FE,9117452,9250000,7492741,9126013,4.15,4.238,08/08/2024,06/01/2049
ICO,5843,031100-J*-2,,2.A,,31111643,31671159,29736279,31620079,2.59,2.648,12/13/2018,11/23/2028
ICO,5843,031162-BC-3,,2.A,FE,6808979,4750000,4955131,6359796,5.75,2.835,01/27/2021,03/15/2040
ICO,5843,031162-BE-9,,2.A,FE,10513943,10700000,10138861,10523327,4.95,5.104,09/23/2024,10/01/2041
ICO,5843,031162-BK-5,,2.A,FE,3110100,3000000,2907019,3087859,5.15,4.877,02/27/2019,11/15/2041
ICO,5843,031162-CR-9,,2.A,FE,659471,616000,486460,649598,3.15,2.67,10/28/2020,02/21/2040
ICO,5843,031162-CU-2,,2.A,FE,4662400,5000000,4662406,4682897,2.45,4.133,09/15/2025,02/21/2030
ICO,5843,031162-CY-4,,2.A,FE,13285027,13203000,7865814,13277315,2.77,2.74,05/19/2021,09/01/2053
ICO,5843,031162-DS-6,,2.A,FE,9221520,8800000,8862817,9202240,5.6,5.187,09/06/2024,03/02/2043
ICO,5843,031162-DU-1,,2.A,FE,52071836,51140000,50027132,52062815,5.75,5.632,09/09/2025,03/02/2063
ICO,5843,032654-AV-7,,1.F,FE,5965680,6000000,5334463,5979346,2.1,2.164,09/28/2021,10/01/2031
ICO,5843,032654-AW-5,,1.G,FE,10692454,11667000,8612331,10726248,2.8,3.42,10/06/2025,10/01/2041
ICO,5843,032654-BC-8,,1.G,FE,632775,650000,626804,633198,5.3,5.481,04/10/2024,04/01/2054
ICO,5843,03522A-AH-3,,2.C,FE,35639633,35000000,34712920,35385161,4.7,4.551,09/22/2025,02/01/2036
ICO,5843,03522A-AJ-9,,1.G,FE,29421439,28000000,25949560,29195149,4.9,4.554,09/11/2024,02/01/2046
ICO,5844,03523T-BT-4,,1.G,FE,11633000,11633000,10019817,11633000,4.439,4.439,08/17/2017,10/06/2048
ICO,5844,03523T-BU-1,,1.G,FE,3324652,3200000,3316315,3311806,5.45,5.071,08/09/2024,01/23/2039
ICO,5844,03523T-BV-9,,1.G,FE,1754376,1700000,1697208,1752781,5.55,5.312,08/09/2024,01/23/2049
ICO,5844,03523T-BW-7,,1.G,FE,11824890,11600000,11856676,11822137,5.8,5.67,09/05/2025,01/23/2059
ICO,5844,035240-AG-5,,1.G,FE,8527387,7796000,7477518,8341265,4.95,4.328,02/28/2023,01/15/2042
ICO,5844,035240-AM-2,,1.G,FE,16586491,16975000,16177404,16637129,4.375,4.583,08/09/2024,04/15/2038
ICO,5844,035240-AS-9,,1.G,FE,2356920,2000000,1817608,2279875,4.35,3.104,10/22/2020,06/01/2040
ICO,5844,036752-AB-9,,2.A,FE,485816,500000,497929,490411,3.65,4.709,01/09/2025,12/01/2027
ICO,5844,036752-AK-9,,2.A,FE,21290275,28690000,21188687,21324573,3.7,5.685,10/08/2025,09/15/2049
ICO,5844,036752-AU-7,,2.A,FE,3839034,4500000,3733394,3841523,4.55,5.621,10/16/2025,05/15/2052
ICO,5844,036752-AW-3,,2.A,FE,9373760,8800000,9274186,9229679,5.5,4.627,04/06/2023,10/15/2032
ICO,5844,036752-BE-2,,2.A,FE,24746100,25340000,24753057,24753484,5.7,5.867,03/27/2025,02/15/2055
ICO,5844,036752-BF-9,,2.A,FE,12549856,12800000,12591773,12552065,5.85,5.979,03/27/2025,11/01/2064
ICO,5844,036752-BL-6,,2.A,FE,51206965,51500000,50615297,51208075,5.7,5.74,09/08/2025,09/15/2055
ICO,5844,037389-BE-2,,2.A,FE,8782800,10000000,9441589,9110050,2.8,5.097,02/12/2024,05/15/2030
ICO,5844,037411-AW-5,,2.C,FE,10598615,10250000,8891097,10503613,5.1,4.855,04/05/2018,09/01/2040
ICO,5844,037735-CM-7,,2.A,FE,6263990,5480000,6219935,6258123,7.0,5.4,11/13/2025,04/01/2038
ICO,5844,037735-CX-3,,2.A,FE,4965800,5000000,4104872,4970080,4.5,4.542,03/04/2019,03/01/2049
ICO,5844,037735-CY-1,,2.A,FE,5054060,5000000,3640449,5047069,3.7,3.638,05/27/2020,05/01/2050
ICO,5844,037735-DB-0,,2.A,FE,3389630,3400000,3561683,3391147,5.65,5.69,03/18/2024,04/01/2034
ICO,5844,037833-AL-4,,1.B,FE,5483019,5730000,4847768,5535071,3.85,4.125,09/05/2018,05/04/2043
ICO,5844,037833-AT-7,,1.B,FE,4107920,4000000,3688856,4083789,4.45,4.284,02/10/2016,05/06/2044
ICO,5844,037833-BA-7,,1.B,FE,7243040,8000000,6226924,7401845,3.45,4.014,02/13/2017,02/09/2045
ICO,5844,037833-BH-2,,1.B,FE,3240690,3000000,2679786,3188661,4.375,3.909,06/16/2016,05/13/2045
ICO,5844,037833-BX-7,,1.B,FE,96942,100000,91938,97059,4.65,4.881,08/14/2024,02/23/2046
ICO,5844,037833-BZ-2,,1.B,FE,32944,32500,32271,32526,2.45,2.219,12/19/2019,08/04/2026
ICO,5844,037833-DG-2,,1.B,FE,4359010,5000000,3961295,4404109,3.75,4.622,12/20/2022,11/13/2047
ICO,5844,037833-ER-7,,1.B,FE,10267660,13000000,10219789,10277680,4.1,5.422,07/30/2025,08/08/2062
ICO,5844,03842*-BM-7,,1.F,,11913303,12500000,9866510,11930748,4.02,4.31,05/30/2024,05/31/2049
ICO,5844,03939C-AA-1,,1.G,FE,1943384,2000000,2001702,1985662,4.011,4.787,11/09/2022,12/15/2026
ICO,5844,03939C-AB-9,,1.G,FE,5000000,5000000,4678059,5000000,5.031,5.031,11/29/2016,12/15/2046
ICO,5844,039483-BE-1,,1.F,FE,24446621,23851000,21542412,24268219,4.535,4.383,04/03/2020,03/26/2042
ICO,5844,039483-BQ-4,,1.F,FE,6926150,7000000,6012021,6935286,4.5,4.565,11/28/2018,03/15/2049
ICO,5844,03990B-AB-7,,2.A,FE,8898630,9000000,8521933,8900284,5.6,5.678,10/22/2024,10/11/2054
ICO,5844,039936-AA-7,,2.A,FE,26897447,33800000,23668180,27036372,3.65,5.014,10/16/2025,02/01/2052
ICO,5844,04015K-AB-6,,2.A,FE,17931300,20000000,18959144,18375842,3.25,5.321,02/07/2025,06/15/2030
ICO,5844,04018V-AA-1,,2.C,FE,12483614,13465000,13184295,12508898,4.125,4.567,01/18/2024,06/30/2051
ICO,5844,04316J-AG-4,,2.B,FE,14097424,13200000,14614263,14079727,6.75,6.225,09/13/2024,02/15/2054
ICO,5844,04316J-AH-2,,2.B,FE,7175365,7000000,7273929,7171338,5.45,5.08,09/12/2025,07/15/2034
ICO,5844,04316J-AJ-8,,2.B,FE,20037743,19800000,19519986,20038404,5.75,5.663,10/30/2025,07/15/2054
ICO,5844,04560*-AD-6,,1.D,,1700683,1700683,1735531,1700683,5.08,5.112,06/20/2005,06/20/2030
ICO,5844,04774#-AA-0,,1.G,PL,11170277,11170277,9586533,11170277,3.59,3.589,08/25/2016,09/01/2042
ICO,5844,04774#-AB-8,,1.G,PL,8088821,8088821,6941973,8088821,3.59,3.59,11/01/2016,09/01/2042
ICO,5844,05073*-AC-5,,1.F,PL,10000000,10000000,8431950,10000000,3.51,3.51,10/15/2021,01/13/2034
ICO,5844,053332-AT-9,,2.B,FE,1929071,2000000,1994873,1987440,3.125,5.234,07/10/2024,04/21/2026
ICO,5844,053332-AV-4,,2.B,FE,12478685,12680000,12637965,12558795,3.75,4.454,02/21/2025,06/01/2027
ICO,5844,053332-BB-7,,2.B,FE,3844120,4000000,4043249,3875187,4.75,5.318,12/12/2023,08/01/2032
ICO,5844,053332-BF-8,,2.B,FE,9983600,10000000,10274747,9987009,5.2,5.221,07/18/2023,08/01/2033
ICO,5845,05368V-AB-2,,3.C,FE,5107550,5250000,5391422,5120967,6.25,6.767,04/07/2025,11/01/2031
ICO,5845,05369A-AN-1,,2.C,FE,11903880,12000000,12459517,11952719,6.25,6.438,03/29/2023,04/15/2028
ICO,5845,05379B-D#-1,,1.G,,19000000,19000000,11836086,19000000,3.07,3.07,06/30/2020,09/30/2050
ICO,5845,054989-AC-2,,2.A,FE,6300935,5690000,6401549,6285691,7.079,6.085,03/10/2025,08/02/2043
ICO,5845,054989-AD-0,,2.A,FE,12646399,11220000,12749679,12631159,7.081,6.124,03/10/2025,08/02/2053
ICO,5845,05526D-BD-6,,2.A,FE,2000000,2000000,1845208,2000000,4.39,4.39,11/20/2018,08/15/2037
ICO,5845,05526D-BT-1,,2.A,FE,7000000,7000000,5681084,7000000,3.734,3.734,09/22/2020,09/25/2040
ICO,5845,05581K-AG-6,,1.E,FE,52181420,51500000,54869743,52071041,5.894,5.716,02/14/2024,12/05/2034
ICO,5845,05581K-AH-4,,1.E,FE,59500000,59500000,60976385,59500000,5.176,5.176,01/02/2024,01/09/2030
ICO,5845,05684B-AB-3,,2.C,FE,24799000,25000000,24911785,24991746,2.95,3.125,03/03/2021,03/10/2026
ICO,5845,057224-AZ-0,,1.G,FE,19837644,20200000,19719975,19964737,5.125,5.238,02/26/2019,09/15/2040
ICO,5845,05723K-AF-7,,1.G,FE,21912415,24978000,19933735,22108530,4.08,4.931,01/18/2024,12/15/2047
ICO,5845,059165-EC-0,,1.G,FE,60433,55000,61036,58171,6.35,5.623,01/24/2012,10/01/2036
ICO,5845,059165-EH-9,,1.G,FE,5183247,4985000,3700574,5149342,3.5,3.273,08/22/2019,08/15/2046
ICO,5845,059165-EJ-5,,1.G,FE,6770780,7000000,5374540,6805097,3.75,3.94,01/30/2019,08/15/2047
ICO,5845,059165-EQ-9,,1.G,FE,9995100,10000000,9638976,9995727,5.4,5.403,05/08/2023,06/01/2053
ICO,5845,06051G-EN-5,,1.G,FE,26080560,21500000,22866213,25153457,5.875,4.365,06/17/2020,02/07/2042
ICO,5845,06051G-FC-8,,1.G,FE,4813320,4000000,3863194,4621855,5.0,3.802,07/08/2016,01/21/2044
ICO,5845,06051G-FG-9,,1.G,FE,9045100,8000000,7620920,8812708,4.875,4.08,10/14/2016,04/01/2044
ICO,5845,06051G-FQ-7,,1.G,FE,3249183,3500000,3158113,3259041,4.75,5.325,08/14/2024,04/21/2045
ICO,5845,06051G-FU-8,,2.A,FE,2944958,3000000,3001877,2996915,4.45,5.062,11/23/2022,03/03/2026
ICO,5845,06051G-GG-8,,1.G,FE,8000000,8000000,6954327,8000000,4.443,4.443,01/17/2017,01/20/2048
ICO,5845,06051G-GM-5,,1.G,FE,5187968,4625000,4319997,5048486,4.244,3.247,12/22/2021,04/24/2038
ICO,5845,06051G-HG-7,,1.E,FE,27394920,28000000,27967296,27500699,3.97,4.58,04/08/2025,03/05/2029
ICO,5845,06051G-HQ-5,,1.G,FE,213533,220000,218957,216194,3.974,4.44,08/16/2022,02/07/2030
ICO,5845,06051G-HU-6,,1.E,FE,12914493,12285000,10991966,12767710,4.078,3.685,10/28/2020,04/23/2040
ICO,5845,06051G-HV-4,,1.G,FE,14074650,15000000,14499011,14195645,3.194,4.508,03/21/2025,07/23/2030
ICO,5845,06051G-JE-0,,1.G,FE,9716800,10000000,7422262,9767059,2.676,2.863,07/15/2021,06/19/2041
