section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ABS,6014,74979V-AR-4,,1.F,FE,12000000,12000000,12045912,12000000,6.405,6.159,04/19/2024,07/15/2039
ABS,6014,74979V-AT-0,,2.C,FE,4500000,4500000,4508033,4500000,7.505,7.275,04/19/2024,07/15/2039
ABS,6014,74979V-AV-5,,1.C,FE,6315000,6315000,6325691,6315000,5.855,4.926,04/19/2024,07/15/2039
ABS,6014,74980E-AU-2,,1.F,FE,47000000,47000000,47021244,47000000,6.005,5.815,04/16/2024,01/15/2037
ABS,6015,74980E-AW-8,,2.C,FE,45000000,45000000,44558055,45000000,7.005,6.828,02/02/2022,01/15/2037
ABS,6015,74980F-BJ-3,,2.B,FE,23750000,23750000,23750000,23750000,6.355,6.089,12/02/2025,01/15/2039
ABS,6015,74980F-BL-8,,2.C,Z,250000,250000,250000,250000,7.032,7.032,12/02/2025,01/15/2039
ABS,6015,74980P-AE-3,,1.F,FE,31639585,32500000,32470490,32332494,6.066,7.696,07/30/2024,04/15/2036
ABS,6015,74980P-AG-8,,2.C,FE,26282773,26250000,26079979,26253685,7.066,6.811,12/26/2024,04/15/2036
ABS,6015,74983A-AL-7,,1.C,FE,15975000,15975000,15857456,15975000,5.455,5.156,03/04/2025,04/15/2040
ABS,6015,74983A-AN-3,,1.F,FE,56000000,56000000,55815536,56000000,5.705,5.409,03/04/2025,04/15/2040
ABS,6015,74983A-AQ-6,,2.B,FE,31500000,31500000,31394381,31500000,6.405,6.118,03/04/2025,04/15/2040
ABS,6015,74983A-AU-7,,2.C,FE,10500000,10500000,10499591,10500000,7.005,6.727,03/04/2025,04/15/2040
ABS,6015,74988A-AE-8,,1.E,FE,29500000,29500000,29406692,29500000,5.855,5.591,08/15/2024,10/15/2039
ABS,6015,74988A-AG-3,,2.A,FE,19500000,19500000,19474475,19500000,6.705,6.453,08/15/2024,10/15/2039
ABS,6015,74988A-AJ-7,,1.B,FE,19250000,19250000,19272349,19250000,5.655,5.973,08/15/2024,10/15/2039
ABS,6015,74988A-AL-2,,2.B,FE,2500000,2500000,2504665,2500000,7.905,7.672,08/15/2024,10/15/2039
ABS,6015,74988C-AC-8,,1.C,FE,51250000,51250000,51159390,51250000,5.605,4.962,09/26/2024,10/15/2039
ABS,6015,74988C-AE-4,,2.B,FE,18500000,18500000,18452622,18500000,6.705,6.453,09/26/2024,10/15/2039
ABS,6015,74988C-AJ-3,,1.F,FE,29500000,29500000,29407518,29500000,5.855,5.591,09/26/2024,10/15/2039
ABS,6015,74988C-AL-8,,2.C,FE,3500000,3500000,3515981,3500000,7.605,7.367,09/26/2024,10/15/2039
ABS,6015,74988F-AG-2,,1.E,FE,32600000,32600000,32491703,32600000,5.605,5.307,02/05/2025,04/15/2040
ABS,6015,74988F-AJ-6,,2.A,FE,14400000,14400000,14255438,14400000,6.405,6.118,02/05/2025,04/15/2040
ABS,6015,74988W-AC-4,,1.C,FE,21375000,21375000,21349478,21375000,5.605,5.656,10/31/2024,10/15/2039
ABS,6015,74988W-AG-5,,1.F,FE,30750000,30750000,30653199,30750000,5.805,5.534,10/31/2024,10/15/2039
ABS,6015,74988W-AJ-9,,2.B,FE,22500000,22500000,22427775,22500000,6.655,6.396,10/31/2024,10/15/2039
ABS,6015,74988W-AN-0,,2.C,FE,4500000,4500000,4518819,4500000,7.555,7.31,10/31/2024,10/15/2039
ABS,6015,74989H-AS-1,,1.F,FE,20640000,20640000,20621837,20640000,5.905,5.613,07/05/2024,01/15/2036
ABS,6015,74989H-AU-6,,2.C,FE,19965000,19965000,19918242,19965000,6.905,6.628,07/05/2024,01/15/2036
ABS,6015,74989K-AJ-4,,1.F,FE,45000000,45000000,45059130,45000000,5.966,5.675,03/12/2021,04/15/2036
ABS,6015,74989K-AL-9,,2.C,FE,24000000,24000000,23786520,24000000,6.966,6.69,03/12/2021,04/15/2036
ABS,6015,74989M-AQ-4,,1.C,FE,16325000,16325000,16292072,16325000,5.405,5.187,02/28/2025,04/15/2038
ABS,6015,74989M-AS-0,,1.E,FE,29750000,29750000,29670330,29750000,5.655,5.308,02/28/2025,04/15/2038
ABS,6015,74989M-AU-5,,1.F,FE,5000000,5000000,4989155,5000000,5.955,5.663,02/28/2025,04/15/2038
ABS,6015,74989M-AW-1,,2.B,FE,21500000,21500000,21264962,21500000,6.505,6.068,02/28/2025,04/15/2038
ABS,6015,74989N-AC-3,,1.C,FE,33800000,33800000,33834375,33800000,5.955,6.792,02/12/2024,04/15/2037
ABS,6015,74989N-AE-9,,2.B,FE,18400000,18400000,18408814,18400000,7.355,7.123,02/12/2024,04/15/2037
ABS,6015,74989N-AG-4,,2.C,FE,5850000,5850000,5856488,5850000,8.355,8.14,02/12/2024,04/15/2037
ABS,6015,74989N-AJ-8,,1.F,FE,25000000,25000000,25042750,25000000,6.355,6.108,02/12/2024,04/15/2037
ABS,6015,74989U-AN-3,,1.F,FE,14000000,14000000,13964692,14000000,5.705,5.409,02/18/2025,07/15/2037
ABS,6015,74989U-AQ-6,,2.C,FE,6500000,6500000,6449534,6500000,6.505,6.221,02/18/2025,07/15/2037
ABS,6015,74989V-AC-5,,1.C,FE,34000000,34000000,34037842,34000000,5.605,5.865,06/20/2024,07/15/2039
ABS,6015,74989V-AE-1,,1.F,FE,25000000,25000000,25045000,25000000,5.905,5.641,06/20/2024,07/15/2039
ABS,6015,74989V-AG-6,,2.B,FE,20000000,20000000,19974380,20000000,6.755,6.503,06/20/2024,07/15/2039
ABS,6015,74989V-AJ-0,,2.C,FE,2400000,2400000,2404932,2400000,7.655,7.418,06/20/2024,07/15/2039
ABS,6015,749972-AG-0,,1.F,FE,11908175,11950000,11957445,11894185,5.805,5.897,03/20/2025,01/15/2038
ABS,6015,749972-AJ-4,,2.C,FE,4326805,4452000,4454751,4311188,6.705,9.067,05/06/2025,01/15/2038
ABS,6015,749979-AQ-3,,1.F,FE,19500000,19500000,19433837,19500000,5.784,5.525,11/19/2025,07/20/2040
ABS,6015,749979-AS-9,,2.C,FE,18500000,18500000,18499149,18500000,6.734,6.489,06/17/2025,07/20/2040
ABS,6015,749986-AJ-4,,1.F,FE,1600000,1600000,1602413,1600000,6.055,5.804,06/18/2024,07/15/2037
ABS,6015,749986-AL-9,,2.C,FE,1500000,1500000,1499942,1500000,7.005,6.767,06/18/2024,07/15/2037
ABS,6015,75000G-BM-7,,1.F,FE,51000000,51000000,50827977,51000000,5.705,5.428,06/18/2025,07/15/2037
ABS,6015,75000G-BP-0,,2.B,FE,40375000,40375000,40373627,40375000,6.555,6.291,06/18/2025,07/15/2037
ABS,6015,75000G-BT-2,,2.C,FE,4625000,4625000,4594258,4625000,7.275,7.023,06/18/2025,07/15/2037
ABS,6015,75000H-BG-8,,1.E,FE,39000000,39000000,38872626,39000000,5.755,5.488,11/26/2024,01/15/2037
ABS,6016,75000H-BN-3,,2.A,FE,21500000,21500000,21429179,21500000,6.555,6.3,11/26/2024,01/15/2037
ABS,6016,75000K-AS-6,,1.F,FE,23800000,23800000,23835629,23800000,6.205,5.974,01/26/2024,10/15/2037
ABS,6016,75000K-AU-1,,2.A,FE,11480000,11480000,11479529,11480000,7.205,6.926,01/26/2024,10/15/2037
ABS,6016,75000K-AW-7,,2.C,FE,1180000,1180000,1181527,1180000,8.005,7.802,01/26/2024,10/15/2037
ABS,6016,75009A-BA-7,,1.F,FE,9000000,9000000,8980038,9000000,6.005,5.753,05/16/2025,07/15/2037
ABS,6016,75009A-BC-3,,2.B,FE,10900000,10900000,10899553,10900000,7.205,6.97,05/16/2025,07/15/2037
ABS,6016,75009G-AJ-6,,2.C,FE,5007500,5000000,4984200,4998790,7.034,6.832,03/18/2025,07/20/2037
ABS,6016,75009J-AS-0,,1.F,FE,985500,1000000,1000614,988043,5.884,6.438,04/16/2025,01/20/2038
ABS,6016,75009L-AU-0,,2.B,FE,3899958,3900000,3904957,3897987,7.355,7.175,07/18/2024,07/15/2037
ABS,6016,75009N-AG-7,,1.F,FE,19750000,19750000,19787841,19750000,5.905,5.634,12/19/2024,01/15/2038
ABS,6016,75009N-AJ-1,,2.A,FE,10100000,10100000,10099626,10100000,6.805,6.548,12/19/2024,01/15/2038
ABS,6016,75009P-AQ-0,,1.F,FE,17000000,17000000,16953352,17000000,5.838,5.623,07/10/2025,07/30/2040
ABS,6016,75009P-AS-6,,2.B,FE,6435000,6435000,6434582,6435000,6.888,6.687,07/10/2025,07/30/2040
ABS,6016,75009R-AE-3,,1.F,FE,2988001,3000000,2999910,2998895,6.166,6.096,10/04/2023,01/15/2035
ABS,6016,75009V-AC-8,,1.C,FE,21000000,21000000,21062118,21000000,5.634,6.033,08/07/2024,10/20/2037
ABS,6016,75009V-AG-9,,1.F,FE,24500000,24500000,24421110,24500000,5.784,5.536,08/07/2024,10/20/2037
ABS,6016,75009V-AJ-3,,2.C,FE,8000000,8000000,7989384,8000000,6.834,6.601,08/07/2024,10/20/2037
ABS,6016,750103-AQ-6,,1.F,FE,23000000,23000000,22921708,23000000,5.784,5.531,06/12/2025,07/20/2040
ABS,6016,750103-AS-2,,2.B,FE,16400000,16400000,16399246,16400000,6.734,6.495,06/12/2025,07/20/2040
ABS,6016,75010C-AE-3,,1.B,FE,14000000,14000000,14020748,14000000,5.884,6.739,04/11/2024,07/20/2037
ABS,6016,75010R-AC-4,,1.C,FE,22000000,22000000,21958200,22000000,5.534,5.325,03/14/2025,04/20/2038
ABS,6016,75010R-AE-0,,1.F,FE,24000000,24000000,23919864,24000000,5.734,5.459,03/14/2025,04/20/2038
ABS,6016,75010R-AG-5,,2.C,FE,10000000,10000000,9966310,10000000,6.634,6.372,03/14/2025,04/20/2038
ABS,6016,780932-AE-9,,1.C,FE,16000000,16000000,15971536,16000000,5.555,5.817,07/02/2024,07/15/2036
ABS,6016,780932-AG-4,,1.E,FE,21000000,21000000,20934921,21000000,5.805,5.55,07/02/2024,07/15/2036
ABS,6016,780932-AJ-8,,2.A,FE,20000000,20000000,20011900,20000000,6.555,6.311,07/02/2024,07/15/2036
ABS,6016,78109U-AG-4,,1.F,FE,30000000,30000000,30000000,30000000,5.655,5.359,11/07/2025,10/15/2040
ABS,6016,78109U-AJ-8,,2.B,FE,23750000,23750000,23750000,23750000,6.355,6.069,11/07/2025,10/15/2040
ABS,6016,78109U-AL-3,,2.C,FE,250000,250000,250000,250000,7.055,6.78,11/07/2025,10/15/2040
ABS,6016,78110Q-AE-5,,1.B,FE,25000000,25000000,24954525,25000000,5.605,5.676,10/18/2024,10/15/2039
ABS,6016,78110Q-AG-0,,1.E,FE,30000000,30000000,29904240,30000000,5.805,5.54,10/18/2024,10/15/2039
ABS,6016,78110Q-AJ-4,,2.B,FE,5000000,5000000,4993445,5000000,6.855,6.605,10/18/2024,10/15/2039
ABS,6016,78110T-AU-3,,1.B,FE,3425000,3425000,3418931,3425000,5.605,5.865,06/07/2024,07/15/2039
ABS,6016,78110T-AW-9,,1.E,FE,25000000,25000000,25045200,25000000,5.905,5.641,06/07/2024,07/15/2039
ABS,6016,78110T-AY-5,,2.A,FE,1750000,1750000,1755415,1750000,6.755,6.503,06/07/2024,07/15/2039
ABS,6016,78110T-BA-6,,2.B,FE,5000000,5000000,5010275,5000000,7.655,7.418,06/07/2024,07/15/2039
ABS,6016,78110V-AY-0,,1.F,FE,28000000,28000000,27903484,28000000,5.705,5.408,09/25/2025,10/15/2040
ABS,6016,78110V-BA-1,,2.B,FE,9000000,9000000,8981037,9000000,6.405,6.117,09/25/2025,10/15/2040
ABS,6016,78110V-BC-7,,2.C,FE,2500000,2500000,2499900,2500000,7.105,6.83,09/25/2025,10/15/2040
ABS,6016,78110X-AG-5,,1.E,FE,14500000,14500000,14451831,14500000,5.605,5.307,01/21/2025,04/15/2038
ABS,6016,78110X-AJ-9,,2.B,FE,17750000,17750000,17584055,17750000,6.355,6.067,01/21/2025,04/15/2038
ABS,6016,78110X-AN-0,,2.C,FE,2250000,2250000,2249915,2250000,6.955,6.676,01/21/2025,04/15/2038
ABS,6016,979926-AQ-5,,1.A,FE,11250000,11250000,11205270,11250000,5.608,5.687,09/11/2024,10/25/2032
ABS,6016,979926-AS-1,,1.C,FE,36000000,36000000,35840628,36000000,5.708,5.77,09/11/2024,10/25/2032
ABS,6016,979926-AU-6,,1.F,FE,49000000,49000000,48746229,49000000,6.208,5.974,09/11/2024,10/25/2032
ABS,6016,979926-AW-2,,2.C,FE,25500000,25500000,25384689,25500000,7.808,7.599,09/11/2024,10/25/2032
ABS,6016,BCC33P-CQ-5,,1.F,FE,50821132,52292036,52124911,52292036,4.109,4.16,11/12/2021,01/15/2037
ABS,6016,BCC33P-CT-9,,2.C,FE,40828212,42009894,42009222,42009894,5.109,5.172,11/12/2021,01/15/2037
ABS,6016,BCC357-T1-0,,1.C,FE,18093611,18801631,17213044,18801631,2.1,2.105,02/11/2022,03/31/2035
ABS,6016,BCC357-T4-4,,1.F,FE,42406901,44066323,44065838,44066323,4.259,4.312,02/11/2022,03/31/2035
ABS,6017,BCC357-T7-7,,2.C,FE,29684831,30846426,30893220,30846426,5.309,5.374,02/11/2022,03/31/2035
ABS,6017,G6092#-AA-3,,1.F,FE,119117188,120625000,120625000,119145465,5.557,7.575,03/08/2023,01/20/2035
ABS,6017,88642N-AA-6,,4.A,FE,12743344,12743344,11712407,12743344,8.397,8.383,10/20/2022,10/15/2027
ABS,6017,88642N-AC-2,,5.B,FE,5724369,14048911,2412198,5701727,9.153,14.104,09/10/2025,10/15/2027
ABS,6017,88642N-AE-8,,6.F,E,1526195,5982131,1134810,1134810,17.564,,09/10/2025,10/15/2027
ABS,6017,026944-AG-3,,2.B,FE,2699310,2700000,2753562,2699406,6.34,6.428,11/13/2024,01/18/2033
ABS,6017,04362V-AB-1,,1.F,FE,5999759,6000000,6207303,5993464,6.9,7.035,04/29/2024,10/25/2050
ABS,6017,05494L-AD-7,,2.C,FE,7036136,7037000,7146702,7036130,5.95,6.179,07/31/2025,09/17/2036
ABS,6017,054977-AE-3,,1.E,FE,4182425,4420000,4326495,4240627,4.3,6.278,02/26/2025,02/20/2035
ABS,6017,05553D-AD-3,,2.B,FE,3004175,2996684,3031036,3002002,6.69,6.683,01/27/2025,06/18/2035
ABS,6017,07337G-AD-5,,2.C,FE,2471085,2471085,2471076,2471085,6.124,5.981,09/26/2025,07/27/2048
ABS,6017,08860A-AC-3,,1.G,FE,13061311,13100000,13164628,13068165,5.56,5.746,05/14/2025,04/17/2036
ABS,6017,08860A-AD-1,,2.C,FE,24381075,24110000,24719930,24363769,6.34,6.115,09/16/2025,04/17/2036
ABS,6017,08860D-AC-7,,1.G,FE,3914375,4000000,4068852,3969413,6.56,7.428,03/27/2023,10/17/2035
ABS,6017,173074-KZ-7,,2.B,PL,50430000,50000000,51305000,50232125,6.22,5.878,08/29/2024,06/20/2027
ABS,6017,193938-AD-9,,1.F,FE,1312189,1312829,1332607,1312519,6.06,6.142,05/09/2023,05/25/2055
ABS,6017,193938-AE-7,,1.G,FE,1270013,1270743,1322944,1270356,6.89,6.995,05/09/2023,05/25/2055
ABS,6017,19424K-AD-5,,1.F,FE,1431749,1581143,1489752,1457555,2.92,7.151,11/27/2024,07/25/2051
ABS,6017,19425A-AE-4,,2.B,FE,1743331,1857803,1742527,1749815,3.78,5.354,09/05/2025,06/25/2052
ABS,6017,209031-AA-1,,1.G,FE,57091970,57250000,58753780,57064274,6.0,6.171,09/24/2025,05/20/2055
ABS,6017,255387-AB-8,,1.F,FE,1496420,1687295,1584383,1511140,4.25,6.762,03/28/2024,12/20/2038
ABS,6017,255396-AB-9,,1.F,FE,1314165,1498158,1411914,1329055,4.29,7.181,05/29/2024,07/20/2038
ABS,6017,29281E-AA-6,,1.G,FE,87703487,89359579,85663783,87752424,5.98,6.383,10/30/2025,09/20/2055
ABS,6017,29281L-AA-0,,1.G,FE,16599346,16716766,16606028,16611809,6.65,6.858,04/10/2024,02/20/2055
ABS,6017,30185A-AF-8,,2.B,FE,1079799,1080000,1113023,1079808,6.14,6.222,04/17/2025,09/15/2031
ABS,6017,30191J-AB-0,,2.C,FE,64598333,64600000,65191749,64598404,6.559,6.649,10/04/2024,09/25/2029
ABS,6017,30259R-AE-5,,2.C,FE,7497108,7500000,7454162,7636134,4.45,5.411,12/10/2020,01/25/2026
ABS,6017,30259R-AK-1,,2.C,FE,39998208,40000000,38737756,39999785,3.85,3.881,10/15/2021,10/25/2026
ABS,6017,30339E-AB-4,,1.F,FE,8232545,8255764,8230519,8233741,4.94,5.28,11/20/2025,11/15/2030
ABS,6017,31568A-AB-2,,1.F,FE,6193429,6171251,6196117,6191474,5.69,4.967,10/28/2025,02/15/2030
ABS,6017,37187A-AF-1,,1.C,PL,10218627,10218627,10218627,10218627,8.39,8.134,12/14/2023,01/17/2026
ABS,6017,37187A-AG-9,,1.F,PL,2152554,2160529,2160529,2160259,9.69,9.782,04/19/2022,01/17/2026
ABS,6017,37187A-AJ-3,,4.B,PL,3523358,3523358,3523358,3523358,11.51,,06/13/2023,01/17/2026
ABS,6017,37187A-AK-0,,4.C,PL,1397610,1397610,1397610,1397610,12.139,,06/13/2023,01/17/2026
ABS,6017,37187E-AA-4,,1.B,PL,40426741,40458376,40595934,40458376,9.25,9.415,01/03/2024,01/15/2031
ABS,6017,37187E-AB-2,,1.E,PL,4959762,4959762,4980593,4959762,10.6,,01/03/2024,01/15/2031
ABS,6017,37187E-AC-0,,2.B,PL,7093275,7093275,7123776,7093275,14.563,,01/03/2024,01/15/2031
ABS,6017,37187E-AD-8,,3.C,PL,12409955,12419151,12487456,12419151,14.932,,01/03/2024,01/15/2031
ABS,6017,37187E-AE-6,,4.C,PL,3962054,3962054,4016335,3962054,17.791,,01/03/2024,01/15/2031
ABS,6017,38411L-AA-4,,1.C,PL,18728025,18728025,18728025,18728025,6.151,5.787,03/15/2024,05/01/2029
ABS,6017,463920-AA-6,,1.F,FE,56247497,56250000,56976019,56247299,6.54,6.628,01/22/2025,03/19/2035
ABS,6017,46590U-AA-0,,1.A,FE,5630772,5754019,5415066,5632295,3.96,4.362,09/05/2025,10/15/2075
ABS,6017,46616Q-AB-7,,2.B,FE,3236526,3236627,3541350,3248703,8.35,8.408,12/01/2011,09/15/2058
ABS,6017,46616Y-AC-8,,2.A,FE,1849584,1692363,1714391,1835963,6.77,5.251,05/25/2022,10/17/2061
ABS,6017,46617A-AB-1,,1.G,FE,1162717,1162729,1161237,1170276,6.17,6.112,11/09/2012,09/15/2067
ABS,6018,46620J-AA-9,,1.A,FE,3272982,3275508,3059424,3273612,3.99,4.031,03/15/2017,08/16/2060
ABS,6018,46620V-AA-2,,1.A,FE,7598641,7602071,6780742,7598641,3.53,3.567,08/01/2017,09/15/2072
ABS,6018,46621R-AA-0,,1.A,FE,7321803,7403497,6605873,7322067,3.8,3.975,09/05/2025,02/15/2067
ABS,6018,46621R-AB-8,,1.F,FE,731072,731618,672560,731064,5.43,5.502,12/14/2017,02/15/2069
ABS,6018,46651T-AA-9,,1.A,FE,19914577,19930550,18166519,19918144,3.74,3.778,03/13/2018,10/17/2072
ABS,6018,46651T-AB-7,,2.A,FE,1888843,1888843,1677291,1888843,4.7,4.745,03/13/2018,10/15/2074
ABS,6018,46657N-AA-6,,1.F,FE,10504514,10504514,8162007,10504514,3.165,3.169,04/02/2024,12/15/2073
ABS,6018,46683*-AA-5,,1.A,Z,33235000,33235000,34279244,33235000,6.2,6.512,12/17/2025,12/15/2080
ABS,6018,46683*-AB-3,,2.B,Z,5865000,5865000,6042475,5865000,6.85,7.181,12/17/2025,12/15/2080
ABS,6018,50200X-AA-8,,1.A,FE,17147096,17258477,15294188,17140835,4.7,4.821,12/02/2024,12/15/2062
ABS,6018,518889-AE-0,,1.A,FE,319819,328153,326679,327144,3.29,4.408,07/31/2023,11/25/2042
ABS,6018,53000L-AA-0,,2.C,FE,15418788,15418788,15051476,15418788,5.956,7.376,08/07/2018,07/25/2048
ABS,6018,567928-AC-0,,1.G,FE,2538545,2500000,2535498,2537483,6.0,4.7,12/19/2025,09/22/2036
ABS,6018,56848D-AD-1,,2.C,FE,3046378,3205000,3103784,3120136,3.83,5.551,09/05/2024,03/20/2036
ABS,6018,570920-AD-0,,2.C,FE,8870267,8872000,8932372,8870397,6.02,6.336,07/02/2025,07/16/2035
ABS,6018,57108V-AD-4,,2.C,FE,1809500,1760000,1813259,1799758,6.93,5.752,06/26/2025,07/17/2034
ABS,6018,57430U-30-1,,5.C,Z,2782852,3013828,2578028,2975921,5.55,2.707,12/10/2025,12/10/2065
ABS,6018,60510M-BW-7,,1.F,FE,723967,724000,729583,723986,5.41,5.471,06/27/2025,09/15/2031
ABS,6018,60510M-BX-5,,2.B,FE,7295118,7250000,7299613,7288997,5.8,5.757,09/05/2025,09/15/2031
ABS,6018,60510M-CD-8,,2.B,Z,11179512,11181000,11197683,11161886,5.71,5.873,09/29/2025,12/16/2030
ABS,6018,61945H-AA-0,,1.D,FE,21848416,21851891,21957752,21850176,6.12,6.199,01/21/2025,08/22/2050
ABS,6018,61947B-AB-9,,1.G,FE,4356437,4444868,4064674,4356816,6.3,6.767,06/21/2024,04/22/2052
ABS,6018,68269A-AA-8,,1.A,PL,106389392,108000000,106833600,107584064,3.39,2.727,02/28/2024,08/14/2036
ABS,6018,68269A-AB-6,,1.C,PL,10695441,11000000,10851500,10989883,3.92,2.665,02/28/2024,08/14/2036
ABS,6018,68269A-AC-4,,1.E,PL,995442,1000000,994600,999134,4.67,4.759,07/29/2019,08/14/2036
ABS,6018,68269A-AD-2,,2.A,PL,2986003,3000000,3056700,2986516,6.29,6.58,07/29/2019,08/14/2036
ABS,6018,68269B-AD-0,,2.B,FE,5644667,5995000,5796874,5708714,4.05,5.815,04/01/2025,10/14/2036
ABS,6018,69354W-AJ-5,,2.B,FE,190153650,190000000,192422899,190037010,6.932,6.935,11/27/2024,03/25/2029
ABS,6018,69354W-AK-2,,2.B,FE,68400000,68400000,68484385,68400000,6.182,5.681,08/07/2025,08/26/2030
ABS,6018,693968-AA-7,,2.C,FE,47500000,47500000,47351743,47500000,6.482,5.768,06/25/2024,12/25/2027
ABS,6018,69544M-AD-1,,2.C,FE,2693864,2669671,2691871,2696639,6.429,5.494,09/11/2025,06/15/2032
ABS,6018,70337U-10-0,,3.C,FE,11671207,11892038,12022851,11838112,5.775,6.022,12/31/2025,12/23/2063
ABS,6018,70337Y-10-2,,1.F,FE,20603645,21315751,21603513,21291320,5.859,5.992,12/31/2025,07/10/2058
ABS,6018,70338A-10-3,,1.F,FE,2736714,2831746,2859497,2813053,5.646,5.924,12/31/2025,12/17/2053
ABS,6018,70338C-10-9,,1.G,FE,12501391,14008353,14628923,13897817,6.673,7.059,12/31/2025,05/04/2054
ABS,6018,70338E-10-5,,1.E,FE,10571616,10841978,10972082,10828554,5.628,5.743,06/09/2015,11/23/2064
ABS,6018,70472X-AB-5,,1.F,FE,29929150,30995392,31602096,30772759,7.25,8.939,10/14/2022,10/15/2034
ABS,6018,70475#-AA-3,,1.G,PL,30000000,30000000,30108000,30000000,6.405,6.247,06/02/2025,04/08/2033
ABS,6018,75908A-AC-6,,1.G,FE,4398655,4400000,4452615,4399101,5.73,5.803,03/25/2025,04/17/2034
ABS,6018,75908A-AD-4,,2.C,FE,5723859,5725000,5805960,5724412,6.58,6.673,03/25/2025,04/17/2034
ABS,6018,78443D-AH-5,,1.C,FE,3861710,4191536,3853214,3869956,4.415,5.949,10/30/2025,12/16/2041
ABS,6018,78443J-AG-4,,1.C,FE,15225415,18455048,16218903,17593329,4.375,5.73,08/18/2014,12/15/2039
ABS,6018,78472V-AB-2,,1.F,FE,90000000,90000000,62115273,90000000,3.0,3.018,08/26/2021,09/15/2075
ABS,6018,869507-AA-1,,1.A,FE,13146029,13152617,12094776,13147207,4.19,4.233,02/09/2017,01/15/2071
ABS,6018,88576N-AB-4,,1.A,FE,1548307,1535937,1567061,1546773,5.56,5.321,01/09/2025,03/15/2047
ABS,6018,88576P-AG-8,,1.C,FE,752410,862361,852262,828635,5.243,6.918,03/28/2012,10/15/2055
ABS,6019,88576V-AA-8,,1.A,FE,103599,93899,104772,103599,8.0,,12/02/2024,06/15/2045
ABS,6019,88576X-AB-2,,1.A,FE,1468089,1284540,1299755,1305326,9.31,7.134,06/09/2011,07/15/2061
ABS,6019,90321E-AB-8,,2.B,FE,4998325,5000000,4997622,4997946,5.98,6.061,11/20/2025,09/25/2047
ABS,6019,90945D-AC-4,,1.A,FE,2017200,2017416,2019254,2017174,7.06,7.165,04/25/2024,10/10/2029
ABS,6019,90945J-AD-9,,2.B,FE,12747949,12750000,12637212,12748217,5.96,6.038,03/04/2025,07/10/2030
ABS,6019,91533R-AC-9,,1.G,FE,35825000,35825000,35904635,35825000,5.495,5.554,10/15/2025,11/15/2032
ABS,6019,91534J-AB-8,,2.C,FE,2486482,2455784,2486539,2484099,6.11,5.105,09/11/2025,06/15/2032
ABS,6019,91684P-AA-4,,1.G,FE,5378794,5404812,5443356,5385754,5.45,6.016,04/22/2025,04/20/2035
ABS,6019,92512W-AB-3,,1.C,FE,3030041,3000000,3028361,3026968,6.6,5.239,12/04/2025,06/15/2028
ABS,6019,92512W-AC-1,,1.E,FE,2314514,2300000,2313976,2314121,7.57,7.123,12/19/2025,12/15/2028
ABS,6019,94108F-AA-8,,1.G,PL,42295598,42317947,42114821,42301495,6.065,6.15,08/11/2025,02/18/2031
ABS,6019,94108F-AB-6,,2.B,PL,10321622,10329872,10228639,10323858,6.915,7.028,08/11/2025,02/18/2031
ABS,6019,94108F-AC-4,,3.C,PL,19922019,19968745,19491492,19933952,8.615,8.813,08/11/2025,02/18/2031
ABS,6019,000000-00-0,,2.C,FE,120000000,120000000,125729676,119910036,6.878,6.615,07/16/2025,11/15/2034
ABS,6019,000000-00-0,,2.C,Z,44000000,44000000,45413430,43987359,6.545,6.411,03/26/2025,03/15/2035
ABS,6019,000000-00-0,,2.C,Z,157500000,157500000,162892233,157500000,6.523,6.368,01/31/2025,03/15/2035
ABS,6019,05554T-LG-8,,1.E,FE,120997500,121000000,125537500,120997500,6.62,6.514,07/01/2025,06/17/2039
ABS,6019,173074-KU-8,,1.F,PL,38240000,38240000,39108048,38240000,5.8,5.798,07/20/2022,06/20/2027
ABS,6019,173074-LF-0,,1.G,PL,50000000,50000000,53500000,50000000,6.6,6.601,09/22/2022,12/20/2032
ABS,6019,173074-LG-8,,2.B,PL,7505400,7000000,7560000,7488059,7.2,5.962,09/05/2025,12/20/2032
ABS,6019,401539-AA-9,,3.C,FE,15752656,15933993,15964968,15883258,6.75,7.244,12/20/2023,10/07/2026
ABS,6019,47015P-AD-0,,2.C,FE,25880913,25880913,25233890,25880913,5.25,5.284,12/14/2020,09/15/2030
ABS,6019,470170-AD-3,,2.C,FE,2094597,2147024,2157896,2131388,5.625,7.122,08/04/2023,01/08/2027
ABS,6019,470170-AE-1,,2.C,FE,21830000,22000000,22275000,21864513,6.12,6.359,12/02/2024,10/07/2032
ABS,6019,BAN119-JN-9,,3.A,FE,18928571,19047619,19238095,19168755,8.216,7.665,05/31/2023,12/15/2027
ABS,6019,BCC37M-GH-4,,1.F,FE,23816317,22663520,23695180,23599763,5.685,1.708,09/24/2025,10/14/2036
ABS,6019,G0445Q-AA-6,,6.*,,543096,3620640,543096,543096,7.771,0.0,05/05/2023,12/24/2024
ABS,6019,G9890#-AA-1,,2.C,FE,95000000,95000000,98954062,95000000,6.801,6.669,07/12/2024,06/15/2034
ABS,6019,Q7448@-AA-3,,2.A,PL,21151241,18481452,18481452,18481452,8.548,8.896,02/14/2023,12/19/2026
